version,trial,kills,deaths,wave,alive,hp,enemyCount,durationSec,avgFps,minFps,maxEnemies,botType,levelId,mode,aimbotOff,jsonlFile,corrBuckets
v25,3,2,0,1,1,1,1,99,59.7,48.4,3,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t3.jsonl,4
v25,4,2,0,1,1,1,1,97,60.0,59.0,3,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t4.jsonl,6
v25,5,6,0,2,1,1,1,98,59.9,57.8,4,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t5.jsonl,14
v25,10,10,1,1,0,0,0,99,59.6,43.8,6,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t10.jsonl,16
v25,11,13,0,4,1,1,0,100,60.0,59.8,6,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t11.jsonl,28
v25,12,13,0,4,1,1,6,100,59.9,57.1,7,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t12.jsonl,19
v25,13,2,1,1,0,0,0,99,59.7,50.4,3,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t13.jsonl,0
v25,14,7,1,2,1,1,0,100,59.9,54.2,6,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t14.jsonl,14
v25,15,8,1,1,1,1,3,100,60.0,58.1,6,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t15.jsonl,20
v25,16,6,1,1,1,1,2,99,60.0,56.2,4,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t16.jsonl,15
v25,17,8,1,1,1,1,3,100,59.8,50.4,6,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t17.jsonl,21
v25,18,4,2,1,0,0,0,100,59.7,50.4,3,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t18.jsonl,0
v25,19,10,0,3,1,1,3,99,59.9,51.9,6,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t19.jsonl,21
v25,20,14,1,4,0,0,6,99,59.7,45.2,7,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t20.jsonl,17
v25,21,5,1,1,1,1,1,99,60.0,58.3,4,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t21.jsonl,11
v25,22,18,0,5,1,1,7,99,59.9,57.8,9,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t22.jsonl,29
v25,23,19,0,5,1,1,8,99,59.9,58.1,9,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t23.jsonl,21
v25,24,14,1,4,0,0,5,99,59.8,47.9,7,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t24.jsonl,18
v25,25,12,1,1,1,1,2,99,59.8,48.4,6,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t25.jsonl,7
v25,26,12,1,4,0,0,7,99,59.7,46.4,7,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t26.jsonl,17
v25,27,15,0,4,1,1,5,100,59.9,54.2,7,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t27.jsonl,19
v25,28,18,0,5,1,1,0,98,59.9,52.3,7,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t28.jsonl,27
v25,29,14,0,4,1,1,5,99,60.0,57.8,7,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t29.jsonl,21
v25,30,18,0,4,1,1,2,100,60.0,58.1,7,passive,custom-c2738ec4-135,survival,0,v25-custom-c2738ec4-135-t30.jsonl,26
v25,6,8,0,3,1,1,5,100,60.0,59.4,6,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t6.jsonl,15
v25,7,8,1,3,0,0,5,99,59.6,43.1,6,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t7.jsonl,18
v25,8,2,0,1,1,1,1,99,60.0,59.2,3,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t8.jsonl,9
v25,9,12,0,3,1,1,1,99,60.0,58.5,6,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t9.jsonl,27
v25,10,5,0,2,1,1,2,99,59.8,55.7,4,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t10.jsonl,13
v25,11,3,1,1,0,0,0,98,59.5,44.0,4,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t11.jsonl,10
v25,12,4,0,2,1,1,3,100,60.0,59.4,4,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t12.jsonl,10
v25,13,13,0,4,1,1,7,99,60.0,58.0,7,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t13.jsonl,27
v25,14,0,0,1,1,1,3,100,60.0,57.3,3,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t14.jsonl,0
v25,15,5,0,2,1,1,2,99,59.9,57.0,4,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t15.jsonl,11
v25,16,1,0,1,1,1,2,99,60.0,58.1,3,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t16.jsonl,1
v25,17,6,0,2,1,1,1,99,59.9,56.6,4,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t17.jsonl,19
v25,18,7,0,3,1,1,6,100,59.8,52.6,6,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t18.jsonl,21
v25,19,6,0,2,1,1,1,98,59.9,53.8,4,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t19.jsonl,12
v25,20,4,1,1,1,1,0,99,59.5,45.6,4,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t20.jsonl,14
v25,21,9,1,3,0,0,4,100,59.7,50.3,6,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t21.jsonl,9
v25,22,6,1,1,1,1,2,99,59.7,45.9,4,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t22.jsonl,12
v25,23,6,0,2,1,1,1,99,59.9,55.9,4,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t23.jsonl,13
v25,24,6,0,2,1,1,1,100,59.9,57.1,4,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t24.jsonl,10
v25,25,5,1,1,1,1,1,99,59.7,48.4,4,hunter,custom-c69c5ff7-f4e,survival,0,v25-custom-c69c5ff7-f4e-t25.jsonl,13
